lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
literacy,noun,,oxford5000,c1,literacy,,,,efllex,literacy,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.9
liver,noun,,oxford5000,c1,liver,,B1,cefrj:B1,efllex,liver,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,4.18
lobby,noun,verb,oxford5000,c1,lobby_1,,B2,cefrj:B2,efllex,lobby,noun,lemma+pos,0.0,1.1119,0.0,0.0,0.8152,0.874,2,A2,0.423,4.03
lodge,verb,,octanove,,,C1,,,efllex,lodge,verb,lemma+pos,0.0,0.0,0.0,2.9086,0.0,0.6236,2,B2,1.0,4.08
logic,noun,,oxford5000,c1,logic_1,,B1,cefrj:B1,efllex,logic,noun,lemma+pos,0.0,0.0,0.0,0.5926,0.0,0.0504,1,B2,1.0,4.36
long-standing,adjective,,oxford5000,c1,long-standing,,,,wordfreq,,,,,,,,,,,,,4.81
long-time,adjective,,oxford5000,c1,long-time,,,,wordfreq,,,,,,,,,,,,,5.69
loom,verb,,oxford5000,c1,loom_1,C1,,,wordfreq,,,,,,,,,,,,,3.34
loop,noun,,oxford5000,c1,loop_1,,,,efllex,loop,noun,lemma+pos,0.0,0.0,0.0,0.6308,0.0,0.0901,1,B2,1.0,4.29
loyalty,noun,,oxford5000,c1,loyalty,,B1,cefrj:B1,efllex,loyalty,noun,lemma+pos,0.0,0.0,0.0,5.477,4.923,2.4132,5,B2,1.0,4.17
machinery,noun,,oxford5000,c1,machinery,,,,efllex,machinery,noun,lemma+pos,0.0,0.0,0.0,2.1924,16.4824,4.5529,7,B2,1.0,4.02
magical,adjective,,oxford5000,c1,magical,,B1,cefrj:B1,efllex,magical,adjective,lemma+pos,0.0,6.0812,23.0781,0.8294,6.9854,8.2326,11,A2,0.211,4.22
magistrate,noun,,oxford5000,c1,magistrate,,,,efllex,magistrate,noun,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.71
magnetic,adjective,,oxford5000,c1,magnetic,C1,,,efllex,magnetic,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,1,C1,1.0,4.17
magnitude,noun,,oxford5000,c1,magnitude,,,,efllex,magnitude,noun,lemma+pos,0.0,0.0,0.0,0.0,4.2575,0.9118,2,C1,1.0,4.0
mainland,noun,,oxford5000,c1,the-mainland,,,,efllex,mainland,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.95
mainstream,adjective,noun,oxford5000,c1,mainstream_2,,,,efllex,mainstream,adjective,lemma+pos,0.0,0.0,0.0,0.1311,2.4366,1.6741,3,B2,1.0,4.26
maintenance,noun,,oxford5000,c1,maintenance,,B1,cefrj:B1,efllex,maintenance,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.55
mandate,noun,,oxford5000,c1,mandate_1,,,,wordfreq,,,,,,,,,,,,,3.97
mandatory,adjective,,oxford5000,c1,mandatory,,,,efllex,mandatory,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,1,C1,1.0,4.13
manifest,verb,,oxford5000,c1,manifest_1,,,,wordfreq,,,,,,,,,,,,,3.68
manipulate,verb,,oxford5000,c1,manipulate,,B2,cefrj:B2,efllex,manipulate,verb,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,1,C1,1.0,3.69
manipulation,noun,,oxford5000,c1,manipulation,C1,,,efllex,manipulation,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.85
manoeuvre,verb,,octanove,,,"C1,C2",,,efllex,maneuver,verb,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,3.03
manuscript,noun,,oxford5000,c1,manuscript,,,,efllex,manuscript,noun,lemma+pos,0.0,0.0,1.6375,0.0,1.2183,0.8695,2,B1,0.427,3.92
marginal,adjective,,oxford5000,c1,marginal_1,C1,,,wordfreq,,,,,,,,,,,,,3.71
marine,adjective,,oxford5000,c1,marine_1,,B1,cefrj:B1,efllex,marine,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,4.53
marketplace,noun,,oxford5000,c1,marketplace,,,,efllex,marketplace,noun,lemma+pos,0.0,0.0,0.0,0.1311,4.6746,1.3835,3,B2,1.0,3.82
mask,noun,,oxford5000,c1,mask_1,,B2,cefrj:B2,efllex,mask,noun,lemma+pos,0.0,0.0,0.5308,3.3646,2.133,3.6296,6,B1,0.912,4.31
mathematical,adjective,,oxford5000,c1,mathematical,,B2,cefrj:B2,efllex,mathematical,adjective,lemma+pos,0.0,0.0,0.0,0.7308,0.5413,0.9879,2,B2,1.0,4.04
mature,verb,adjective,oxford5000,c1,mature_2,,,,efllex,mature,verb,lemma+pos,0.0,0.0,0.0,0.3154,3.3177,1.3966,3,B2,1.0,4.28
maximize,verb,,oxford5000,c1,maximize,,,,efllex,maximize,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.63
meaningful,adjective,,oxford5000,c1,meaningful,,B1,cefrj:B1,efllex,meaningful,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.14
meaningless,adjective,,octanove,,,C1,,,efllex,meaningless,adjective,lemma+pos,0.0,0.0,1.3622,0.0,0.9086,0.6923,2,B1,0.4,3.7
meantime,noun,,oxford5000,c1,meantime_1,,,,efllex,meantime,adverb,lemma,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,4.04
medieval,adjective,,oxford5000,c1,medieval,,B2,cefrj:B2,efllex,medieval,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.05
meditation,noun,,oxford5000,c1,meditation,,B1,cefrj:B1,efllex,meditation,noun,lemma+pos,0.0,0.887,0.0,1.6588,0.0,0.6803,3,A2,0.652,3.95
melody,noun,,oxford5000,c1,melody,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.81
memo,noun,,oxford5000,c1,memo,,,,wordfreq,,,,,,,,,,,,,3.81
memoir,noun,,oxford5000,c1,memoir,,,,efllex,memoir,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.77
memorial,noun,,oxford5000,c1,memorial_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.41
mentor,noun,,oxford5000,c1,mentor,,B2,cefrj:B2,efllex,mentor,noun,lemma+pos,0.0,0.0,0.0,1.6588,0.8152,0.6803,3,B2,1.0,3.93
merchant,noun,,oxford5000,c1,merchant_1,,B1,cefrj:B1,efllex,merchant,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.08
mercy,noun,,oxford5000,c1,mercy,,B2,cefrj:B2,efllex,mercy,noun,lemma+pos,1.4193,0.0,0.0,0.0,0.9605,0.3285,2,A1,0.404,4.25
mere,adjective,,oxford5000,c1,mere_1,C2,B1,cefrj:B1,efllex,mere,adjective,lemma+pos,0.0,0.0,8.042,0.8294,3.1995,2.816,5,B1,0.334,4.13
merely,adverb,,oxford5000,c1,merely,,B1,cefrj:B1,efllex,merely,adverb,lemma+pos,0.0,0.0,0.296,0.0,14.1624,2.6356,6,B1,0.98,4.37
merge,verb,,oxford5000,c1,merge,,B2,cefrj:B2,efllex,merge,verb,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.75
merger,noun,,oxford5000,c1,merger,C2,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.97
merit,noun,,oxford5000,c1,merit_1,C2,,,efllex,merit,noun,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,4.08
methodology,noun,,oxford5000,c1,methodology,C2,,,wordfreq,,,,,,,,,,,,,3.82
midst,noun,,oxford5000,c1,midst,,B2,cefrj:B2,efllex,midst,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.89
migration,noun,,oxford5000,c1,migration,,B2,cefrj:B2,efllex,migration,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.14
militant,adjective,noun,oxford5000,c1,militant_2,,,,efllex,militant,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,3.62
militia,noun,,oxford5000,c1,militia,,,,wordfreq,,,,,,,,,,,,,3.88
mill,noun,,oxford5000,c1,mill_1,,B2,cefrj:B2,efllex,mill,noun,lemma+pos,40.2596,0.0,0.0,0.0,0.1804,0.8508,9,A1,0.004,4.38
mingle,verb,,octanove,,,C1,,,efllex,mingle,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.21
minimal,adjective,,oxford5000,c1,minimal,,,,efllex,minimal,adjective,lemma+pos,0.0,0.0,0.296,0.0,0.1559,0.0629,2,B1,0.345,4.11
minimize,verb,,oxford5000,c1,minimize,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.8
mining,noun,,oxford5000,c1,mining,,,,efllex,mining,noun,lemma+pos,0.0,0.0,0.0,0.0,4.6793,0.6944,2,C1,1.0,4.56
ministry,noun,,oxford5000,c1,ministry,,,,efllex,ministry,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.63
miracle,noun,,oxford5000,c1,miracle,,B1,cefrj:B1,efllex,miracle,noun,lemma+pos,0.0,0.874,0.0,0.4103,0.8152,0.8469,4,A2,0.584,4.13
misery,noun,,oxford5000,c1,misery,,B1,cefrj:B1,efllex,misery,noun,lemma+pos,0.0,0.0,0.0,0.0,3.6342,0.2711,4,C1,1.0,3.89
misleading,adjective,,oxford5000,c1,misleading,,B2,cefrj:B2,efllex,misleading,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.6091,0.1606,2,B2,1.0,3.9
missile,noun,,oxford5000,c1,missile,,B2,cefrj:B2,efllex,missile,noun,lemma+pos,0.0,0.0,0.0,9.3597,0.8152,2.2454,4,B2,1.0,4.14
mob,noun,,oxford5000,c1,mob_1,,,,efllex,mob,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.03
mobility,noun,,oxford5000,c1,mobility,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.05
mobilize,verb,,oxford5000,c1,mobilize,,,,efllex,mobilize,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.18
moderate,adjective,,oxford5000,c1,moderate_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.27
modification,noun,,oxford5000,c1,modification,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.77
momentum,noun,,oxford5000,c1,momentum,,,,wordfreq,,,,,,,,,,,,,4.07
monk,noun,,oxford5000,c1,monk,,B1,cefrj:B1,efllex,monk,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.93
monopoly,noun,,oxford5000,c1,monopoly,,,,efllex,monopoly,noun,lemma+pos,0.0,0.2913,0.0,0.0,0.0,0.011,1,A2,0.0,3.84
morality,noun,,oxford5000,c1,morality,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.86
motive,noun,,oxford5000,c1,motive_1,,B1,cefrj:B1,efllex,motive,noun,lemma+pos,0.0,0.0,0.0,78.4955,2.8815,18.1748,17,B2,1.0,3.94
motorist,noun,,oxford5000,c1,motorist,,B2,cefrj:B2,efllex,motorist,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.07
municipal,adjective,,oxford5000,c1,municipal,,,,wordfreq,,,,,,,,,,,,,4.24
mutual,adjective,,oxford5000,c1,mutual,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.26
mythology,noun,,octanove,,,C1,,,efllex,mythology,noun,lemma+pos,0.0,0.0,0.377,0.0,0.8152,0.3928,2,B1,0.684,3.64
namely,adverb,,oxford5000,c1,namely,,,,efllex,namely,adverb,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.02
nationwide,adjective,,oxford5000,c1,nationwide_1,,B2,cefrj:B2,efllex,nationwide,adjective,lemma+pos,0.0,0.0,0.0,0.5926,0.0,0.0504,1,B2,1.0,4.07
naval,adjective,,oxford5000,c1,naval,,B2,cefrj:B2,efllex,naval,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.24
neglect,verb,noun,oxford5000,c1,neglect_1,,,,efllex,neglect,verb,lemma+pos,0.0,0.0,0.0,3.6117,0.0,0.6752,2,B2,1.0,3.79
neighbouring,adjective,,oxford5000,c1,neighbouring,,B2,cefrj:B2,efllex,neighbouring,adjective,lemma+pos,0.0,0.0,2.1495,3.654,3.0974,4.093,7,B1,0.759,3.77
nest,noun,,oxford5000,c1,nest_1,,,,efllex,nest,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.6091,0.6752,2,B2,1.0,4.07
newsletter,noun,,oxford5000,c1,newsletter,,,,wordfreq,,,,,,,,,,,,,3.76
niche,noun,,oxford5000,c1,niche_1,C1,,,wordfreq,,,,,,,,,,,,,3.85
noble,adjective,,oxford5000,c1,noble_1,,B2,cefrj:B2,efllex,noble,adjective,lemma+pos,0.0,0.0,0.0,0.0,13.1827,1.801,4,C1,1.0,4.24
nod,verb,,oxford5000,c1,nod_1,,B2,cefrj:B2,efllex,nod,verb,lemma+pos,0.0,4.2324,0.5308,16.9383,52.6637,27.7413,31,A2,0.936,3.74
nominate,verb,,oxford5000,c1,nominate,,,,efllex,nominate,verb,lemma+pos,0.0,0.0,1.6375,11.5114,0.6091,4.5584,6,B1,0.881,3.57
nomination,noun,,oxford5000,c1,nomination,,B2,cefrj:B2,efllex,nomination,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,4.07
nominee,noun,,oxford5000,c1,nominee,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.96
non-profit,adjective,,oxford5000,c1,non-profit,,,,efllex,non-profit,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.6
nonetheless,adverb,,oxford5000,c1,nonetheless,,B1,cefrj:B1,efllex,nonetheless,adverb,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.04
nonsense,noun,,oxford5000,c1,nonsense,,B1,cefrj:B1,efllex,nonsense,noun,lemma+pos,0.0,0.0,0.0,22.0295,30.5301,12.9766,15,B2,1.0,4.21
notable,adjective,,oxford5000,c1,notable_1,C1,,,efllex,notable,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,4.07
notably,adverb,,oxford5000,c1,notably,,,,efllex,notably,adverb,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,4.01
notify,verb,,oxford5000,c1,notify,,,,wordfreq,,,,,,,,,,,,,3.73
notorious,adjective,,oxford5000,c1,notorious,C2,B1,cefrj:B1,efllex,notorious,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.83
novel,adjective,,oxford5000,c1,novel_2,,,,efllex,novel,noun,lemma,23.2331,4.0101,15.5353,35.117,30.0458,34.3965,29,A1,0.604,4.63
nursery,noun,,oxford5000,c1,nursery_1,,B2,cefrj:B2,efllex,nursery,noun,lemma+pos,2.3682,0.0,0.0,0.0,2.133,0.9813,3,A1,0.474,3.89
objection,noun,,oxford5000,c1,objection,,B1,cefrj:B1,efllex,objection,noun,lemma+pos,0.0,0.0,0.0,3.1482,0.9605,1.5383,3,B2,1.0,3.77
oblige,verb,,oxford5000,c1,oblige,C1,,,efllex,oblige,verb,lemma+pos,0.0,0.0,0.0,3.3735,0.9086,1.4222,3,B2,1.0,3.1
obscure,verb,adjective,octanove,,,C1,,,efllex,obscure,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.85
obsess,verb,,oxford5000,c1,obsess,,B2,cefrj:B2,efllex,obsess,verb,lemma+pos,0.0,0.0,2.5892,0.0,0.0,0.0865,1,B1,0.0,2.9
obsession,noun,,oxford5000,c1,obsession,,B2,cefrj:B2,efllex,obsession,noun,lemma+pos,0.0,0.0,0.0,3.619,0.0,0.7357,2,B2,1.0,3.9
occasional,adjective,,oxford5000,c1,occasional,,B1,cefrj:B1,efllex,occasional,adjective,lemma+pos,0.0,1.1119,0.0,0.6749,9.9978,4.2815,7,A2,0.906,4.12
occurrence,noun,,oxford5000,c1,occurrence,,,,efllex,occurrence,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9605,0.0717,1,C1,1.0,3.77
odds,noun,,oxford5000,c1,odds,,,,efllex,odds,noun,lemma+pos,0.0,0.0,2.7244,0.3154,0.0,1.0286,3,B1,0.104,4.28
offering,noun,,oxford5000,c1,offering,,,,efllex,offering,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.6
offspring,noun,,oxford5000,c1,offspring,C1,,,wordfreq,,,,,,,,,,,,,3.77
operational,adjective,,oxford5000,c1,operational,,,,wordfreq,,,,,,,,,,,,,4.21
opt,verb,,oxford5000,c1,opt,,,,efllex,opt,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.6091,0.1606,2,B2,1.0,3.9
optical,adjective,,oxford5000,c1,optical,,,,efllex,optical,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.07
optimism,noun,,oxford5000,c1,optimism,,B2,cefrj:B2,efllex,optimism,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,3.66
oral,adjective,,oxford5000,c1,oral_1,,B2,cefrj:B2,efllex,oral,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,4.26
organizational,adjective,,oxford5000,c1,organizational,C1,,,efllex,organizational,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,3.83
orientation,noun,,oxford5000,c1,orientation,,,,wordfreq,,,,,,,,,,,,,4.05
originate,verb,,oxford5000,c1,originate,,B2,cefrj:B2,efllex,originate,verb,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,3.37
outbreak,noun,,oxford5000,c1,outbreak,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.99
outing,noun,,oxford5000,c1,outing,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.5
outlet,noun,,oxford5000,c1,outlet,,B2,cefrj:B2,efllex,outlet,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.0
outlook,noun,,oxford5000,c1,outlook,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.07
outrage,noun,verb,oxford5000,c1,outrage_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.84
outset,noun,,octanove,,,C1,,,efllex,outset,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.44
outsider,noun,,oxford5000,c1,outsider,,B2,cefrj:B2,efllex,outsider,noun,lemma+pos,0.0,0.0,0.0,0.2622,4.6544,1.357,4,B2,1.0,3.55
overlook,verb,,oxford5000,c1,overlook,,B2,cefrj:B2,efllex,overlook,verb,lemma+pos,0.0,0.0,0.296,0.8294,8.8406,3.2797,6,B1,0.97,3.53
overly,adverb,,oxford5000,c1,overly,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.83
oversee,verb,,oxford5000,c1,oversee,C1,,,efllex,oversee,verb,lemma+pos,0.0,0.0,0.0,1.6588,0.0,0.4535,2,B2,1.0,3.51
overturn,verb,,oxford5000,c1,overturn,,B2,cefrj:B2,efllex,overturn,verb,lemma+pos,0.0,0.0,0.0,1.4616,0.0,0.1242,1,B2,1.0,3.22
overwhelm,verb,,oxford5000,c1,overwhelm,,B1,cefrj:B1,efllex,overwhelm,verb,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.15
overwhelming,adjective,,oxford5000,c1,overwhelming,,B1,cefrj:B1,efllex,overwhelming,adjective,lemma+pos,0.0,0.0,0.0,0.1012,1.2183,0.9894,3,B2,1.0,4.08
pad,noun,,oxford5000,c1,pad_1,,B2,cefrj:B2,efllex,pad,noun,lemma+pos,0.0,0.0,2.5892,0.3154,0.0,0.6412,2,B1,0.109,4.01
parameter,noun,,oxford5000,c1,parameter,C2,,,efllex,parameter,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.57
parasite,noun,,octanove,,,C1,,,efllex,parasite,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.51
parental,adjective,,oxford5000,c1,parental,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.78
parliamentary,adjective,,oxford5000,c1,parliamentary,,,,efllex,parliamentary,adjective,lemma+pos,0.0,0.0,0.0,5.6129,0.0,0.9615,2,B2,1.0,4.18
partial,adjective,,oxford5000,c1,partial,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.17
partially,adverb,,oxford5000,c1,partially,,,,efllex,partially,adverb,lemma+pos,1.4193,0.0,1.3622,0.0,0.8152,0.7876,3,A1,0.227,4.19
passing,noun,,oxford5000,c1,passing_1,,,,wordfreq,,,,,,,,,,,,,4.63
passive,adjective,,oxford5000,c1,passive_1,,B1,cefrj:B1,efllex,passive,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,4.03
patch,noun,,oxford5000,c1,patch_1,,B2,cefrj:B2,efllex,patch,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.2
patent,noun,,oxford5000,c1,patent_1,,,,efllex,patent,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.18
pathway,noun,,oxford5000,c1,pathway,,,,efllex,pathway,noun,lemma+pos,0.0,0.887,0.0,0.0,0.0,0.2268,1,A2,0.0,3.77
patrol,noun,verb,oxford5000,c1,patrol_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.14
patron,noun,,oxford5000,c1,patron,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.73
peak,noun,,oxford5000,c1,peak_1,,B2,cefrj:B2,efllex,peak,noun,lemma+pos,0.0,11.8059,0.0,7.8372,6.7953,4.622,12,A2,0.553,4.53
peasant,noun,,oxford5000,c1,peasant,C1,,,efllex,peasant,noun,lemma+pos,0.0,0.0,0.0,0.0,2.8815,0.215,1,C1,1.0,3.62
peculiar,adjective,,oxford5000,c1,peculiar,,B1,cefrj:B1,efllex,peculiar,adjective,lemma+pos,0.0,0.0,0.0,10.5621,0.0,1.9158,3,B2,1.0,3.67
perfect,verb,,octanove,,,C1,,,efllex,perfect,verb,lemma+pos,0.0,0.0,0.0,3.6117,0.1559,1.3923,3,B2,1.0,5.2
persist,verb,,oxford5000,c1,persist,,B2,cefrj:B2,efllex,persist,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.53
persistent,adjective,,oxford5000,c1,persistent,,B2,cefrj:B2,efllex,persistent,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.9
personnel,noun,,oxford5000,c1,personnel,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.56
petition,noun,,oxford5000,c1,petition_1,,,,efllex,petition,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.3
phenomenal,adjective,,octanove,,,C1,,,efllex,phenomenal,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.76
philosopher,noun,,oxford5000,c1,philosopher,,B1,cefrj:B1,efllex,philosopher,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.6091,0.7357,2,B1,0.271,3.72
philosophical,adjective,,oxford5000,c1,philosophical,,B2,cefrj:B2,efllex,philosophical,adjective,lemma+pos,0.0,0.0,0.0,0.0,9.9241,1.5231,3,C1,1.0,3.95
physician,noun,,oxford5000,c1,physician,,B2,cefrj:B2,efllex,physician,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.18
physique,noun,,octanove,,,C1,,,efllex,physique,noun,lemma+pos,0.0,0.0,0.0,0.1012,0.0,0.0812,1,B2,1.0,3.29
pioneer,noun,verb,oxford5000,c1,pioneer_1,C1,,,efllex,pioneer,noun,lemma+pos,0.0,0.0,0.0,0.8294,1.6303,0.6803,3,B2,1.0,3.91
pipeline,noun,,oxford5000,c1,pipeline,,,,wordfreq,,,,,,,,,,,,,4.04
pirate,noun,,oxford5000,c1,pirate_1,,B2,cefrj:B2,efllex,pirate,noun,lemma+pos,0.0,50.7501,0.0,0.0,0.0,4.1477,29,A2,0.0,3.96
pit,noun,,oxford5000,c1,pit_1,,B1,cefrj:B1,efllex,pit,noun,lemma+pos,0.0,0.0,0.0,73.4633,0.0,10.8185,15,B2,1.0,4.27
plague,verb,,octanove,,,C1,,,efllex,plague,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.89
plausible,adjective,,octanove,,,C1,,,efllex,plausible,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,3.64
plea,noun,,oxford5000,c1,plea,,,,wordfreq,,,,,,,,,,,,,3.95
plead,verb,,oxford5000,c1,plead,,B2,cefrj:B2,efllex,plead,verb,lemma+pos,0.0,0.5074,0.0,0.0,0.0,0.0192,1,A2,0.0,3.63
pledge,noun,verb,oxford5000,c1,pledge_2,,,,wordfreq,,,,,,,,,,,,,4.0
plug,verb,noun,oxford5000,c1,plug_1,,B2,cefrj:B2,efllex,plug,verb,lemma+pos,0.0,0.0,17.7912,0.1012,0.0,1.8183,6,B1,0.006,4.14
plummet,verb,,octanove,,,C1,,,efllex,plummet,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,2.85
plunge,verb,,oxford5000,c1,plunge_1,C1,,,efllex,plunge,verb,lemma+pos,0.0,0.0,0.0,0.3154,0.6091,0.6444,2,B2,1.0,3.49
pole,noun,,oxford5000,c1,pole_1,,B1,cefrj:B1,efllex,pole,noun,lemma+pos,0.0,0.0,0.0,8.2259,6.7808,3.978,6,B2,1.0,4.23
poll,noun,,oxford5000,c1,poll_1,,,,efllex,poll,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,4.35
pond,noun,,oxford5000,c1,pond,,B1,cefrj:B1,efllex,pond,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.98
portable,adjective,,octanove,,,C1,,,efllex,portable,adjective,lemma+pos,0.0,0.0,0.1675,0.1012,8.4664,3.648,7,B1,0.981,3.97
portfolio,noun,,oxford5000,c1,portfolio,,,,efllex,portfolio,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.15
portray,verb,,oxford5000,c1,portray,C1,,,efllex,portray,verb,lemma+pos,0.0,0.0,0.0,0.1311,1.6303,1.0669,2,B2,1.0,3.63
post-war,adjective,,oxford5000,c1,post-war,,,,wordfreq,,,,,,,,,,,,,5.14
